word,count,articles
mutated,7,"words-of-my-life-outing-1.txt, amnesia-on-film-mirage.txt, words-of-my-life-joint.htm"
Sillabario,7,"fuffa-fluff.txt, words-of-my-life-an-index.txt, words-of-my-life-joint.htm"
Federico,7,"fuffa-fluff.txt, words-of-my-life-an-index.txt, words-of-my-life-joint.htm"
seventeenth-century,7,"another-pearlman-gosse-xmas.txt, a-blaguer-is-hi.txt, the_profoundly_.txt"
surnames,7,"bottom.txt, spatchcock.txt, words-of-my-life-joint.htm"
Portions,7,"libraries-in-my-life.txt, in_which_the_au.txt, jane-austen-nud.txt"
escapes,7,"my-kind-of-amnesia.txt, radio_baseball.txt, what_we_read_in_2.txt"
King's,7,"words-of-my-life-joint.txt, what_we_read_in.txt, modern-and-familiar.txt"
Philco,7,"sleeping-in-my-life.txt, ccny-basketball.txt, words-of-my-life-joint.htm"
archives,7,"my-day.txt, within_once_aga.txt, the-big-sevenoh.txt"
Ireland,7,"toibin-brooklyn-auster-follies.txt, jane-austen-nud.txt, birthday2017.txt"
decisions,7,"toibin-brooklyn-auster-follies.txt, suicides.txt, even-more-republican-legislative-initiative.txt"
startled,7,"another-pearlman-gosse-xmas.txt, paula-fox.txt, bulldogs.txt"
viewers,7,"shakespeare-exploits-the-oxymoron.txt, east-side-west-side.txt, amnesia-on-film-black-angel.txt"
asses,7,"bottom.txt, butts.txt, words-of-my-life-joint.htm"
garments,7,"upon-upon-julia.txt, christopher-mar.txt, favorite-garments-lifetime.txt"
fronts,7,"bottom.txt, repubs.txt, words-of-my-life-joint.htm"
knots,7,"look-at-me.txt, cym.txt, my-henry-james.txt"
Columbus,7,"upper-west-side.txt, more-on-contrac.txt, lodz.txt"
newer,7,"adelle-waldman-love-affairs-of-nathaniel-p.txt, what-we-read-in-the-1950s-the-magnificent-ambersons.txt, ulysses.txt"
baseball-saturated,7,"my-baseball-first-vocabulary.txt, baseball-vocabulary.txt, words-of-my-life-joint.htm"
Milton's,7,"john-milton-and.txt, empson.txt, bush.txt"
Bottoms,7,"bottom.txt, new_words.txt, words-of-my-life-joint.htm"
scandals,7,"erasmus-basketball-1951.txt, unorthodox.txt, ccny-basketball.txt"
open-air,7,"museums.txt, where-sonia-slept.txt, words-of-my-life-joint.htm"
rumored,7,"ex-wife-divorcee-ursula-lindesay-parrott.txt, sleepers-1.txt, the-kent-theatr.txt"
hotels,7,"aunt-molly.txt, amnesia-black-angel.txt, words-of-my-life-joint.htm"
Denison,7,"museums.txt, my-life-in-vehicles.txt, words-of-my-life-joint.htm"
touches,7,"kazin-walker-in-the-city.txt, another-brooklyn-memoirist-pete-hamill.txt, mrs-peixada-by-sidney-luska-1886.txt"
Ambersons,7,"what-we-read-in-the-1950s-the-magnificent-ambersons.txt, books-i-read-2024.txt"
viaggio,7,"words-of-my-life-an-index.txt, gratitude.txt, words-of-my-life-joint.htm"
googling,7,"written-six-years-ago-but-as-true-now-as-then.txt, lord-of-the-flies-again.txt, cesspool-of-tal.txt"
diamonds,7,"lucinda-roanoke.txt, my-diamond-jubilee.txt, thoughts_about_.txt"
Steele,7,"amnesia-on-film-the-right-of-way-1931.txt, in-a-lonely-place-bogart-grahame.txt, amnesia-on-film-crack-up-1946.txt"
dismisses,7,"lucinda-roanoke.txt, winter-love.txt, another-brooklyn-novel-by-daniel-fuchs-homage-to-blenholt-1936.txt"
cavities,7,"lucinda-roanoke.txt, bats.txt, my_new_tooth.txt"
poem's,7,"life-boon-or-thorn.txt, an-irish-airman.txt, upon-upon-julia.txt"
exhibitions,7,"museums.txt, too_many_fouls_.txt, words-of-my-life-joint.htm"
under-appreciated,7,"museums.txt, a-conversation-in-romeo-and-juliet.txt, words-of-my-life-joint.htm"
psychoanalysts,7,"astonishing-dream-idea-for-a-new-technology.txt, cornell-english-caruth.txt, words-of-my-life-joint.htm"
inhabits,7,"lucinda-roanoke.txt, cornell-english-caruth.txt, words-of-my-life-joint.htm"
pairings,7,"words-of-my-life-an-index.txt, nook-and-cranny.txt, words-of-my-life-joint.htm"
twists,7,"amnesia-on-film-whirlpool-1950.txt, book-report-the-art-of-fielding.txt, sweet-and-lowdo.txt"
whores,7,"words-of-my-life-an-index.txt, whores.txt, words-of-my-life-joint.htm"
announces,7,"lucinda-roanoke.txt, reading-obituaries.txt, upon-upon-julia.txt"
McCarthy,7,"erasmus-basketball-1951.txt, two-separate-ti.txt, on_tenure_in_co.txt"
equals,7,"ex-wife-divorcee-ursula-lindesay-parrott.txt, lord-of-the-flies-again.txt, amnesia-on-film-i-love-you-again-1940.txt"
anxieties,7,"nora-prentiss.txt, two_erotic_poem.txt, sons-of-japheth-sons-of-ham.txt"
Smith's,7,"nora-prentiss.txt, jane-austens-emma-harriet-smiths-ancestry.txt, vegetable-love.txt"
fuffa,7,fuffa-fluff.txt
migrations,7,"museums.txt, odds.txt, words-of-my-life-joint.htm"
attending,7,"kazin-walker-in-the-city.txt, basketball-in-my-life.txt, what_we_read_in.txt"
tumbrilism,7,tumb.txt
children's,7,"tamim-ansarys-w.txt, yesterday-in-a.txt, some_shops.txt"
shifted,7,"henry-james-portrait-of-a-lady-1963-2022.txt, astonishing-dream-idea-for-a-new-technology.txt, nostalgia-flatbush-shallow.txt"
sacrificed,7,"kazin-walker-in-the-city.txt, lj-davis-meaningful-lfe.txt, my_predictions_.txt"
catches,7,"fowles.txt, what_we_read_in.txt, whats_the_deal_.txt"
attitudes,7,"fowles.txt, remarriage-repartneringe.txt, an-omitted-event-.txt"
Lamps,7,"nora-prentiss.txt, books-i-read-2024.txt, words-of-my-life-joint.htm"
volumes,7,"a-blaguer-is-hi.txt, a_writing_famil-1.txt, the-golden-age-of-sex-ed.txt"
promises,7,"ex-wife-divorcee-ursula-lindesay-parrott.txt, reading-trollop.txt, our_strange_sla-1.txt"
proceeded,7,"kazin-walker-in-the-city.txt, suicides.txt, baboon-spirituality.txt"
abbreviated,7,"another-pearlman-gosse-xmas.txt, manstand.txt, roux-rue.txt"
Pepys,7,"a-blaguer-is-hi.txt, our_strange_sla-1.txt"
identifying,7,"my-life-in-objects-xviii-bronze-door-plate-.txt, even-more-republican-legislative-initiative.txt, words-of-my-life-joint.htm"
arriving,7,"up-in-the-sky-e.txt, a_remedy_for_un.txt, a_mental_prosth.txt"
coats,7,"life-boon-or-thorn.txt, its-the-verse-s.txt, thoughts_about_.txt"
Bushies,7,"what-is-the-abs.txt, flagrant-greenw.txt, in_the_previous.txt"
efforts,7,"ukraine-shtetl.txt, my-grace.txt, cym.txt"
Germany,7,"terpen.txt, naked_came_the_.txt, authorship-1.txt"
gathers,7,"starokonstantinov.txt, welders-philosophers.txt, words-of-my-life-joint.htm"
rewards,7,"what-is-the-abs.txt, seven_years_lat.txt, what_we_read_in_1-1.txt"
mid-day,7,"sleeping-in-my-life.txt, spearefirstspeech.txt, words-of-my-life-joint.htm"
remaining,7,"ukraine-shtetl.txt, more-p-s-217-19.txt, it-happened-in-brooklyn-so-they-say.txt"
metastasized,7,"morpheus-sleep-lamb.txt, deaths.txt, words-of-my-life-joint.htm"
e-mail,7,"reading-obituaries.txt, novelists_must_.txt, an_informal_sur.txt"
mouths,7,"toibin-brooklyn-auster-follies.txt, haute-cuisine-c-1945.txt, pandiculation.txt"
streams,7,"lord-of-the-flies-again.txt, what_we_read_in.txt, anadromous-or-catadromous.txt"
Handel,7,"another-pearlman-gosse-xmas.txt, books-i-read-2024.txt, words-of-my-life-joint.htm"
photographed,7,"terpen.txt, amnesia-on-film-unknown-2011.txt, on_foley_and_hy.txt"
obsessively,7,"an-obsession.txt, angels_and_fool.txt, christopher-mar.txt"
interests,7,"a-while-back-we.txt, rothallen-doppe.txt, extrapolation.txt"
hinted,7,"my-diamond-jubilee.txt, occupations-not-for-me-updated-edition.txt, occupations_not.txt"
options,7,"new-careers-for-me-me-me.txt, jane-austens-emma-harriet-smiths-ancestry.txt, joseph-conrads-.txt"
boats,7,"terpen.txt, newkirk-theater-flatbush.txt, my-first-earthq.txt"
compilers,7,"starokonstantinov.txt, in_the_latest_n.txt, words-of-my-life-joint.htm"
defines,7,"ukraine-shtetl.txt, hereditary-meritocracy.txt, henotheism.txt"
votes,7,"slavestates.txt, latter-day-conf.txt, undergraduate-s.txt"
births,7,"reading-obituaries.txt, suicides.txt, bulldogs.txt"
Levinson,7,"another-brooklyn-memoirist-martin-h-levinson.txt, books-i-read-2024.txt, words-of-my-life-joint.htm"
weeds,7,"garden-news.txt, european-grass.txt, a-semi-mystical.txt"
wires,7,"my-career-as-a-dowser.txt, my-life-in-telephones.txt, a-exceedingly-w.txt"
leaders,7,"new-careers-for-me-me-me.txt, wehmeier-complete-games-robin-roberts.txt, lessons-from-r.txt"
threatened,7,"on-sneezing-.txt, uncle-max.txt, left-right-conf.txt"
other's,7,"susan.txt, advice-for-writ.txt, seven_years_lat.txt"
approached,7,"an-omitted-event-.txt, beautiful-women.txt, a-parable-for-1.txt"
follies,7,"toibin-brooklyn-auster-follies.txt, what-i-read-2022.txt, recommended_rea.txt"
Serengeti,7,"another-creative-dream-1.txt, sexual-dimorphism-why.txt, words-of-my-life-joint.htm"
Podres,6,"words-of-my-life-outing-1.txt, words-of-my-life-joint.htm, roux-rue.htm"
rockets,6,"starokonstantinov.txt, words-of-my-life-joint.htm, roux-rue.htm"
Tennessee,6,"more-republican-legislation.txt, latter-day-conf.txt, a-semi-mystical.txt"
appends,6,"starokonstantinov.txt, words-of-my-life-joint.htm, roux-rue.htm"
Prentiss,6,nora-prentiss.txt
Brynner,6,"driftin1.txt, words-of-my-life-joint.htm, roux-rue.htm"
fishes,6,"reposted-the-sculpin-slimy-or-mottled.txt, the-sculpin-sli.txt, anadromous-or-catadromous.txt"
Drood,6,"drood.txt, life-with-charles-dickens.txt"
one-word,6,"driftin1.txt, words-of-my-life-joint.htm, roux-rue.htm"
texted,6,"words-of-my-life-text.txt, words-of-my-life-joint.htm, roux-rue.htm"
corda,6,sursum-corda-brain-surgery.txt
ligawin,6,ligawinitude.txt
semi-empty,6,"starokonstantinov.txt, words-of-my-life-joint.htm, roux-rue.htm"
Laura's,6,"more-noir-otto-premingers-laura-1944.txt, otto_premingers.txt"
Evgeniy,6,"starokonstantinov.txt, words-of-my-life-joint.htm, roux-rue.htm"
retirement-eligible,6,"words-of-my-life-text.txt, words-of-my-life-joint.htm, roux-rue.htm"
embalmed,6,"museums.txt, words-of-my-life-joint.htm, roux-rue.htm"
Konstatinov,6,"starokonstantinov.txt, words-of-my-life-joint.htm, roux-rue.htm"
Sheindl,6,"menucha-sheindel-perelman-spector.txt, constantine.txt"
ligawinitude,6,ligawinitude.txt
traif,6,"mary-antin.txt, words-of-my-life-joint.htm, roux-rue.htm"
eel-skin,6,what-the-heck-is-an-elfskin.txt
filed,6,"idaho-travel-abortion.txt, ryan.txt, weve_had_two_ma.txt"
discouraged,6,"mary-antin.txt, words-of-my-life-joint.htm, roux-rue.htm"
barriers,6,"hereditary-meritocracy.txt, obama-and-numbe.txt, european-grass.txt"
hair-breadth,6,"amnesia-on-film-mirage.txt, all-you-need-to-know-about-antres.txt, othello-anters.txt"
trotting,6,"driftin1.txt, words-of-my-life-joint.htm, roux-rue.htm"
Novokonstantinov,6,"starokonstantinov.txt, words-of-my-life-joint.htm, roux-rue.htm"
Morrill,6,"polygamy.txt, bone-in-the-ear.txt, downtown-bradford.txt"
enthralled,6,"aficionados-of.txt, advice-for-writ.txt, upon-upon-julia.txt"
third-floor,6,"joseph-green-genealogy.txt, november_22.txt, sonia_green.txt"
Satmar,6,unorthodox.txt
gunmen,6,"driftin1.txt, words-of-my-life-joint.htm, roux-rue.htm"
photographs,6,"this-old-house-.txt, words-of-my-life-joint.htm, roux-rue.htm"
library's,6,"reposted-the-sculpin-slimy-or-mottled.txt, unorthodox.txt, the-sculpin-sli.txt"
gasplant,6,wheres-the-gasplant.txt
entrusting,6,"cornell-english-caruth.txt, words-of-my-life-joint.htm, roux-rue.htm"
basura,6,a-exceedingly-w.txt
curators,6,"museums.txt, words-of-my-life-joint.htm, roux-rue.htm"
Lakers,6,"lin.txt, my-new-career-.txt, annoying_locuti.txt"
Rijksmuseum,6,"museums.txt, words-of-my-life-joint.htm, roux-rue.htm"
Sinatra,6,"just-checking.txt, it-happened-in-brooklyn-so-they-say.txt, my-life-in-objects-xvdvorak.txt"
infinitum,6,"cornell-english-caruth.txt, words-of-my-life-joint.htm, roux-rue.htm"
fucking,6,"life-boon-or-thorn.txt, more-on-sex-ed-in-victorian-england.txt, its-the-verse-s.txt"
highly-elaborated,6,"cornell-english-caruth.txt, words-of-my-life-joint.htm, roux-rue.htm"
monsters,6,"another-brooklyn-memoirist-pete-hamill.txt, life-boon-or-thorn.txt, its-the-verse-s.txt"
Cloud-Cuckoo-Land,6,"cornell-english-caruth.txt, words-of-my-life-joint.htm, roux-rue.htm"
echoes,6,"on-sneezing-.txt, duke-duke-duke.txt, in_which_the_au.txt"
would-be,6,"good-news-for-t.txt, youcancountonmeagain.txt, ditch-the-didge.txt"
publishing,6,"post.txt, naked_came_the_.txt, our_local_newsp.txt"
Deconstruction,6,"cornell-english-caruth.txt, words-of-my-life-joint.htm, roux-rue.htm"
Sturges,6,"trump-chaucer-etc.txt, words-of-my-life-joint.htm, roux-rue.htm"
Wharton's,6,"jane-austen-nud.txt, -a-further-note-on-nineteenthcentury-horsedrawn-vehicles.txt, the-golden-age-of-sex-ed.txt"
cross-genre,6,"driftin1.txt, words-of-my-life-joint.htm, roux-rue.htm"
duplicates,6,"starokonstantinov.txt, words-of-my-life-joint.htm, roux-rue.htm"
sewers,6,"basketball-in-my-life.txt, street-talk.txt, betty-smith-brooklyn.txt"
materials,6,"rothallen-doppe.txt, otsi.txt, linen-silk-etc.txt"
so-obscure-to-me,6,"starokonstantinov.txt, words-of-my-life-joint.htm, roux-rue.htm"
linguists,6,"on-cults.txt, words-of-my-life-joint.htm, roux-rue.htm"
translates,6,"what-happened-i.txt, all-you-need-to-know-about-antres.txt, othello-anters.txt"
sweatshirt,6,"his-meanest-garment.txt, favorite-garments-lifetime.txt"
Pissarro,6,"museums.txt, words-of-my-life-joint.htm, roux-rue.htm"
mind's,6,"boot-booty-bootless-.txt, another-brooklyn-memoirist-marty-glickman.txt, obama-and-numbe.txt"
texere,6,"words-of-my-life-text.txt, words-of-my-life-joint.htm, roux-rue.htm"
participated,6,"more-on-contrac.txt, what-the-heck-is-an-elfskin.txt, lodz.txt"
civilizations,6,"mannahatta.txt, frost.txt, where_a_day_is_.txt"
Yevgenii,6,"starokonstantinov.txt, words-of-my-life-joint.htm, roux-rue.htm"
Tarnopol,6,rothallen-doppe.txt
eyeglasses,6,"amnesia-on-film-spellbound.txt, oscars2017.txt, what-i-wore-to-the-oscars-2019.txt"
textus,6,"words-of-my-life-text.txt, words-of-my-life-joint.htm, roux-rue.htm"
textor,6,"words-of-my-life-text.txt, words-of-my-life-joint.htm, roux-rue.htm"
Camille,6,"museums.txt, words-of-my-life-joint.htm, roux-rue.htm"
left-handed,6,"basketball-in-my-life.txt, left-right-conf.txt, geographical_dy.txt"
Stuyvesant,6,"a-brooklyn-memoir-robert-stern.txt, an-omitted-event-.txt, what_we_read_in_2.txt"
Aelbert,6,"museums.txt, words-of-my-life-joint.htm, roux-rue.htm"
sauteed,6,"my-onion-heart.txt, words-of-my-life-joint.htm, roux-rue.htm"
Zaslavsky,6,"starokonstantinov.txt, words-of-my-life-joint.htm, roux-rue.htm"
outings,6,"words-of-my-life-outing-1.txt, words-of-my-life-joint.htm, roux-rue.htm"
powers,6,"quiz.txt, ccny-basketball.txt, spellcheck_humo.txt"
pronouns,6,"beffaapril.txt, cishet.txt"
toe-in-the-water,6,"aunt-molly.txt, words-of-my-life-joint.htm, roux-rue.htm"
invoked,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
denoted,6,"words-of-my-life-hack.txt, boobs.txt, choice-euphemism.txt"
deprivilegization,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
Zachary,6,"amnesia-on-film-shadow-on-the-wall-.txt, some-things-i-dislike-about-films.txt, cousins.txt"
individuations,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
Bottomley,6,"bottom.txt, words-of-my-life-joint.htm, roux-rue.htm"
singularities,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
zester,6,zester.txt
pre-individual,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
reterritorialize,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
Winterbottom,6,"bottom.txt, words-of-my-life-joint.htm, roux-rue.htm"
preexisting,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
re-consolidate,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
Starokonstinov,6,"starokonstantinov.txt, words-of-my-life-joint.htm, roux-rue.htm"
Howell,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
fritters,6,"shakespeare-eggcorns.txt, brief-remarks-on-fritters-and-turnips.txt"
theorizing,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
Longbottom,6,"bottom.txt, words-of-my-life-joint.htm, roux-rue.htm"
Ramsbottom,6,"bottom.txt, words-of-my-life-joint.htm, roux-rue.htm"
tenure-worthy,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
implies,6,"words-of-my-life-hack.txt, what-we-read-in.txt, the-springless.txt"
non-poet,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
small-type,6,"driftin1.txt, words-of-my-life-joint.htm, roux-rue.htm"
Dombey,6,"in-which-i-do-a-good-deed.txt, another_variati.txt, life-with-charles-dickens.txt"
collapsed,6,"unorthodox.txt, there_was_an_ei.txt, actively-dying.txt"
substitutes,6,"lord-of-the-flies-again.txt, what_we_read_in_1.txt, what_we_read_in.txt"
finances,6,"ryan.txt, forthcoming-swi.txt, help_from_cyber.txt"
Toronto,6,"jokic-zubac-embiid.txt, lin.txt, basketball-an-4.txt"
Stallions,6,"twotwos.txt, ladystallions.txt"
ground-floor,6,"aunt-molly.txt, words-of-my-life-joint.htm, roux-rue.htm"
apercus,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
Memorials,6,"aunt-molly.txt, words-of-my-life-joint.htm, roux-rue.htm"
Tampa,6,worldseries2020.txt
ascertaining,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
big-bosomed,6,"aunt-molly.txt, words-of-my-life-joint.htm, roux-rue.htm"
Bohme,6,"hands-evolution.txt, books-2021.txt"
cucumbers,6,"my-summer-so-far.txt, seed-news.txt, ditmasand18th.txt"
grayed,6,"aunt-molly.txt, words-of-my-life-joint.htm, roux-rue.htm"
Stern's,6,a-brooklyn-memoir-robert-stern.txt
non-events,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
widens,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
talkin,6,"driftin1.txt, words-of-my-life-joint.htm, roux-rue.htm"
separated,6,"cym.txt, an-irish-airman.txt, our_strange_sla-1.txt"
well-educated,6,"aunt-molly.txt, words-of-my-life-joint.htm, roux-rue.htm"
Courtermanche,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
chalazae,6,chalaza.txt
Jourgenson,6,"cornell-english-then-and-now-5.txt, words-of-my-life-joint.htm, roux-rue.htm"
Lithuanians,6,"mary-antin.txt, words-of-my-life-joint.htm, roux-rue.htm"
Talia,6,"lodz.txt, akgsibs.txt, hessels.txt"
well-preserved,6,"bottom.txt, words-of-my-life-joint.htm, roux-rue.htm"
frames,6,"poor-robert-mitchum-out-of-the-past-angel-face.txt, this-old-house.txt, in-this-our-life-.txt"
Belarusian-Jewish,6,"mary-antin.txt, words-of-my-life-joint.htm, roux-rue.htm"
cellphone,6,"yet-another-comcast-experience.txt, grandpa-tells-a-whopper-cornell-takes-a-shellacking.txt, grandpa-learns-to-text.txt"
tuchas,6,"bottom.txt, words-of-my-life-joint.htm, roux-rue.htm"
Roderigo,6,"driftin1.txt, words-of-my-life-joint.htm, roux-rue.htm"
Extra-vagance,6,"driftin1.txt, words-of-my-life-joint.htm, roux-rue.htm"
underpopulated,6,"starokonstantinov.txt, words-of-my-life-joint.htm, roux-rue.htm"
picknicky,6,"words-of-my-life-outing-1.txt, words-of-my-life-joint.htm, roux-rue.htm"
masks,6,"even-more-republican-legislative-initiative.txt, frost.txt, fever-of-rome.txt"
Lubomirsky,6,"starokonstantinov.txt, words-of-my-life-joint.htm, roux-rue.htm"
scythes,6,"mary-antin.txt, words-of-my-life-joint.htm, roux-rue.htm"
Markson,6,cousins.txt
Scaramouche,6,"aficionados-of.txt, what_we_read_in_1.txt"
journeyings,6,"words-of-my-life-outing-1.txt, words-of-my-life-joint.htm, roux-rue.htm"
vagare,6,"driftin1.txt, words-of-my-life-joint.htm, roux-rue.htm"
agitated,6,"in-which-i-do-a-good-deed.txt, amnesia-on-film-cowboys-and-aliens-2011.txt, sursum-corda-brain-surgery.txt"
oreos,6,oreofritteria.txt
Jayson,6,"senior-bowl.txt, my_favorite_cri.txt, written-in-.txt"
Varangians,6,"mary-antin.txt, words-of-my-life-joint.htm, roux-rue.htm"
cleaned,6,"footballconcussions.txt, dying-etc.txt, undergraduate-s.txt"
